,Area Unit,ANZSOC Division,Year,Region,Victimisations
2312,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2313,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2314,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2315,Hawera West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2316,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2317,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2318,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2319,Kaponga.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2320,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2321,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2322,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2323,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2324,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2325,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2326,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2327,Lepperton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2328,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2329,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2330,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2331,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2332,Manaia.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2333,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2334,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2335,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2336,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2337,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2338,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2339,Spotswood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2340,New Plymouth Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2341,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2342,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2343,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2344,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2345,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2346,Normanby.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2347,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2348,Ohawe Beach.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2349,Ohawe Beach.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2350,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2351,Waverley.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2352,Kaimata.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2353,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2354,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2355,Ohangai.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2356,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2357,Pembroke.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2358,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2359,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2360,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2361,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2362,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2363,Okoki-Okau.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2364,Waitara East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2365,Kaitake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2366,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2367,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2368,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2369,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2370,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2371,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2372,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2373,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2374,Kapuni.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2375,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2376,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2377,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2378,Upper Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2379,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2380,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2381,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2382,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2383,Marfell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2384,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2385,Normanby.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2386,Makakaho.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2387,Kaitake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2388,Upper Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2389,Okoki-Okau.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2390,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2391,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2392,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2393,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2394,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2395,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2396,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2397,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2398,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2399,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2400,Marfell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2401,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2402,Spotswood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2403,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2404,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2405,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2406,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2407,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2408,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2409,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2410,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2411,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2412,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2413,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2414,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2415,Bowden.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2416,Fitzroy.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2417,Kaitake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2418,Okato.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2419,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2420,Upper Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2421,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2422,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2423,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2424,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2425,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2426,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2427,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2428,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2429,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2430,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2431,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2432,Okoki-Okau.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2433,Spotswood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2434,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2435,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2436,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2437,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2438,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2439,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2440,Highlands Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2441,Highlands Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2442,Okoki-Okau.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2443,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2444,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2445,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2446,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2447,Merrilands.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2448,Okato.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2449,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2450,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2451,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2452,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2453,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2454,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2455,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2456,Normanby.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2457,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2458,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2459,Waverley.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2460,Pembroke.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2461,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2462,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2463,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2464,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2465,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2466,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2467,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2468,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2469,Fitzroy.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2470,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2471,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2472,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2473,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2474,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2475,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2476,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2477,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2478,Makakaho.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2479,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2480,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2481,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2482,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2483,Kaimata.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2484,Lynmouth.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2485,Merrilands.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2486,Spotswood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2487,Spotswood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2488,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2489,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2490,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2491,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2492,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2493,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2494,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2495,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2496,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2497,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2498,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2499,Waitara East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2500,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2501,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2502,Tawhiti.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2503,Tawhiti.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2504,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2505,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2506,Douglas.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2507,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2508,Okato.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2509,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2510,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2511,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2512,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2513,Kaponga.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2514,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2515,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2516,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2517,Fitzroy.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2518,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2519,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2520,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2521,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2522,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2523,New Plymouth Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2524,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2525,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2526,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2527,Makakaho.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2528,Ohangai.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2529,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2530,Marsland Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2531,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2532,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2533,Waitara East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2534,Welbourn.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2535,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2536,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2537,Douglas.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2538,Pembroke.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2539,Stratford West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2540,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2541,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2542,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2543,Okato.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2544,Omata.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2545,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2546,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2547,Hawera North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2548,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2549,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2550,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2551,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2552,Kaponga.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2553,Whenuakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2554,Barrett.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2555,Moturoa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2556,Oakura.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2557,Upper Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2558,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2559,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2560,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2561,Fitzroy.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2562,Kaitake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2563,Waitara East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2564,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2565,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2566,Kahui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2567,Bell Block.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2568,Fitzroy.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2569,Frankleigh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2570,Marfell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2571,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2572,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2573,Struan Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2574,Upper Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2575,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2576,Eltham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2577,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2578,Manaia.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2579,Mangatoki-Moeroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2580,Patea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2581,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2582,Westown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2583,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2584,Kawaroa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2585,Ohawe Beach.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2586,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2587,Waitara East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2588,Toko.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2589,Douglas.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2590,Opunake.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2591,Douglas.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2592,Hawera South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,2
2593,Douglas.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,3
2594,Waitara West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2595,Stratford East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
2596,Inglewood.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Taranaki Region,1
