,Area Unit,ANZSOC Division,Year,Region,Victimisations
0,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
1,Norsewood-Herbertville.,Theft and Related Offences,2023,Manawatu Region,1
2,Pahiatua.,Acts Intended to Cause Injury,2023,Manawatu Region,1
3,Woodville.,Acts Intended to Cause Injury,2023,Manawatu Region,1
4,Westbrook.,Acts Intended to Cause Injury,2023,Manawatu Region,1
5,Pahiatua.,Acts Intended to Cause Injury,2023,Manawatu Region,1
6,Spriggens Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
7,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
8,Fordell-Kakatahi.,Acts Intended to Cause Injury,2023,Manawatu Region,1
9,Shannon.,Acts Intended to Cause Injury,2023,Manawatu Region,1
10,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
11,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
12,Wanganui Collegiate.,Acts Intended to Cause Injury,2023,Manawatu Region,1
13,Levin North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
14,Milson.,Theft and Related Offences,2023,Manawatu Region,1
15,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,1
16,Taumarunui Central.,Theft and Related Offences,2023,Manawatu Region,1
17,Laird Park.,Theft and Related Offences,2023,Manawatu Region,1
18,Feilding Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
19,West End.,Acts Intended to Cause Injury,2023,Manawatu Region,1
20,Otangiwai-Heao.,Theft and Related Offences,2023,Manawatu Region,1
21,Gonville West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
22,Levin West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
23,Marton.,Acts Intended to Cause Injury,2023,Manawatu Region,1
24,Marton.,Acts Intended to Cause Injury,2023,Manawatu Region,1
25,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
26,Gonville South.,Acts Intended to Cause Injury,2023,Manawatu Region,1
27,Williams Domain.,Acts Intended to Cause Injury,2023,Manawatu Region,1
28,Gonville West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
29,Kelvin Grove.,Acts Intended to Cause Injury,2023,Manawatu Region,1
30,Cooks Gardens.,Acts Intended to Cause Injury,2023,Manawatu Region,1
31,Awapuni North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
32,Levin West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
33,Highbury.,Acts Intended to Cause Injury,2023,Manawatu Region,1
34,Aokautere.,Acts Intended to Cause Injury,2023,Manawatu Region,1
35,Milson.,Acts Intended to Cause Injury,2023,Manawatu Region,1
36,Ohakune.,Theft and Related Offences,2023,Manawatu Region,1
37,Springvale West.,Theft and Related Offences,2023,Manawatu Region,1
38,Mosston.,Theft and Related Offences,2023,Manawatu Region,1
39,Marton.,Theft and Related Offences,2023,Manawatu Region,1
40,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
41,Foxton.,Theft and Related Offences,2023,Manawatu Region,1
42,Ashhurst.,Theft and Related Offences,2023,Manawatu Region,1
43,Feilding Central.,Theft and Related Offences,2023,Manawatu Region,1
44,Cloverlea.,Theft and Related Offences,2023,Manawatu Region,1
45,Tangiwai.,Acts Intended to Cause Injury,2023,Manawatu Region,1
46,Castlecliff South.,Acts Intended to Cause Injury,2023,Manawatu Region,1
47,Highbury.,Acts Intended to Cause Injury,2023,Manawatu Region,1
48,Papaeoia.,Acts Intended to Cause Injury,2023,Manawatu Region,1
49,Sanson.,Acts Intended to Cause Injury,2023,Manawatu Region,2
50,Tarrangower.,Acts Intended to Cause Injury,2023,Manawatu Region,1
51,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
52,Durie Hill.,Theft and Related Offences,2023,Manawatu Region,1
53,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
54,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
55,Awapuni South.,Theft and Related Offences,2023,Manawatu Region,1
56,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
57,Papaeoia.,Theft and Related Offences,2023,Manawatu Region,1
58,Terrace End.,Theft and Related Offences,2023,Manawatu Region,1
59,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
60,Massey University.,Theft and Related Offences,2023,Manawatu Region,1
61,Dannevirke West.,Theft and Related Offences,2023,Manawatu Region,1
62,Nireaha-Tiraumea.,Theft and Related Offences,2023,Manawatu Region,1
63,Papatawa.,Theft and Related Offences,2023,Manawatu Region,1
64,Hokowhitu East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
65,Cooks Gardens.,Acts Intended to Cause Injury,2023,Manawatu Region,1
66,Lower Aramoho.,Acts Intended to Cause Injury,2023,Manawatu Region,1
67,Mosston.,Acts Intended to Cause Injury,2023,Manawatu Region,1
68,Fordell-Kakatahi.,Acts Intended to Cause Injury,2023,Manawatu Region,1
69,Cooks Gardens.,Acts Intended to Cause Injury,2023,Manawatu Region,1
70,Levin East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
71,Fordell-Kakatahi.,Acts Intended to Cause Injury,2023,Manawatu Region,1
72,Kauwhata.,Acts Intended to Cause Injury,2023,Manawatu Region,1
73,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
74,Williams Domain.,Acts Intended to Cause Injury,2023,Manawatu Region,1
75,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
76,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
77,Pahiatua.,Theft and Related Offences,2023,Manawatu Region,1
78,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
79,Levin West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
80,Tokomaru.,Acts Intended to Cause Injury,2023,Manawatu Region,1
81,Taumarunui Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
82,Castlecliff North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
83,Kelvin Grove.,Acts Intended to Cause Injury,2023,Manawatu Region,1
84,Feilding West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
85,Taumarunui Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
86,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
87,Playford Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
88,Castlecliff South.,Acts Intended to Cause Injury,2023,Manawatu Region,1
89,Mangaore-Manakau.,Theft and Related Offences,2023,Manawatu Region,1
90,Hokowhitu East.,Theft and Related Offences,2023,Manawatu Region,1
91,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
92,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
93,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
94,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
95,Oroua Downs-Waitohi.,Theft and Related Offences,2023,Manawatu Region,1
96,Feilding East.,Theft and Related Offences,2023,Manawatu Region,1
97,Feilding North.,Theft and Related Offences,2023,Manawatu Region,1
98,Roslyn.,Theft and Related Offences,2023,Manawatu Region,1
99,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
100,West End.,Theft and Related Offences,2023,Manawatu Region,1
101,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
102,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
103,Upper Aramoho.,Theft and Related Offences,2023,Manawatu Region,1
104,Lake Horowhenua.,Theft and Related Offences,2023,Manawatu Region,1
105,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
106,Owhango.,Theft and Related Offences,2023,Manawatu Region,1
107,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
108,Tawhero.,Theft and Related Offences,2023,Manawatu Region,1
109,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
110,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
111,Takaro.,Theft and Related Offences,2023,Manawatu Region,1
112,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
113,West End.,Theft and Related Offences,2023,Manawatu Region,1
114,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
115,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
116,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
117,Highbury.,Theft and Related Offences,2023,Manawatu Region,1
118,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
119,Papaeoia.,Theft and Related Offences,2023,Manawatu Region,1
120,Feilding Central.,Theft and Related Offences,2023,Manawatu Region,1
121,Kelvin Grove.,Theft and Related Offences,2023,Manawatu Region,1
122,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
123,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
124,Taumarunui Central.,Theft and Related Offences,2023,Manawatu Region,1
125,Taumarunui Central.,Theft and Related Offences,2023,Manawatu Region,1
126,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
127,Bulls.,Theft and Related Offences,2023,Manawatu Region,1
128,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
129,Laird Park.,Theft and Related Offences,2023,Manawatu Region,1
130,Aokautere.,Theft and Related Offences,2023,Manawatu Region,1
131,Fordell-Kakatahi.,Acts Intended to Cause Injury,2023,Manawatu Region,1
132,Hokowhitu West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
133,Playford Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
134,Playford Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
135,Castlecliff North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
136,Westbrook.,Acts Intended to Cause Injury,2023,Manawatu Region,1
137,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
138,Linton Military Camp.,Acts Intended to Cause Injury,2023,Manawatu Region,1
139,Levin South.,Acts Intended to Cause Injury,2023,Manawatu Region,1
140,Laird Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
141,Playford Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
142,Hokowhitu West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
143,Gonville West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
144,Dannevirke East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
145,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
146,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
147,Ashhurst.,Theft and Related Offences,2023,Manawatu Region,1
148,Cloverlea.,Theft and Related Offences,2023,Manawatu Region,1
149,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
150,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
151,Takaro.,Theft and Related Offences,2023,Manawatu Region,1
152,West End.,Theft and Related Offences,2023,Manawatu Region,1
153,Awapuni North.,Theft and Related Offences,2023,Manawatu Region,1
154,Feilding North.,Theft and Related Offences,2023,Manawatu Region,1
155,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
156,Foxton.,Theft and Related Offences,2023,Manawatu Region,1
157,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
158,Feilding North.,Theft and Related Offences,2023,Manawatu Region,1
159,Kelvin Grove.,Theft and Related Offences,2023,Manawatu Region,1
160,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
161,Hokowhitu Lagoon.,Theft and Related Offences,2023,Manawatu Region,1
162,Pohonui-Porewa.,Theft and Related Offences,2023,Manawatu Region,1
163,Hunterville.,Theft and Related Offences,2023,Manawatu Region,1
164,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
165,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
166,National Park.,Theft and Related Offences,2023,Manawatu Region,1
167,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
168,Rakiraki.,Theft and Related Offences,2023,Manawatu Region,1
169,Feilding East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
170,Dannevirke West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
171,Taihape.,Theft and Related Offences,2023,Manawatu Region,1
172,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
173,Levin North.,Theft and Related Offences,2023,Manawatu Region,1
174,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
175,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
176,Milson.,Theft and Related Offences,2023,Manawatu Region,1
177,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
178,Hokowhitu East.,Theft and Related Offences,2023,Manawatu Region,1
179,Hokowhitu East.,Theft and Related Offences,2023,Manawatu Region,1
180,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
181,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
182,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
183,Levin North.,Theft and Related Offences,2023,Manawatu Region,1
184,Feilding North.,Theft and Related Offences,2023,Manawatu Region,1
185,Foxton.,Theft and Related Offences,2023,Manawatu Region,1
186,Westbrook.,Theft and Related Offences,2023,Manawatu Region,1
187,Roslyn.,Theft and Related Offences,2023,Manawatu Region,1
188,Cloverlea.,Theft and Related Offences,2023,Manawatu Region,1
189,West End.,Theft and Related Offences,2023,Manawatu Region,1
190,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
191,Awapuni North.,Theft and Related Offences,2023,Manawatu Region,1
192,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
193,Aokautere.,Theft and Related Offences,2023,Manawatu Region,1
194,Highbury.,Theft and Related Offences,2023,Manawatu Region,1
195,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
196,Palmerston North Hospital.,Acts Intended to Cause Injury,2023,Manawatu Region,1
197,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,1
198,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,1
199,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
200,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
201,Takaro.,Acts Intended to Cause Injury,2023,Manawatu Region,1
202,Foxton.,Acts Intended to Cause Injury,2023,Manawatu Region,1
203,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,2
204,Spriggens Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
205,Hokowhitu East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
206,Pahiatua.,Acts Intended to Cause Injury,2023,Manawatu Region,1
207,Williams Domain.,Acts Intended to Cause Injury,2023,Manawatu Region,1
208,Linton Military Camp.,Acts Intended to Cause Injury,2023,Manawatu Region,1
209,Milson.,Acts Intended to Cause Injury,2023,Manawatu Region,1
210,Spriggens Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
211,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,1
212,Dannevirke East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
213,Pahiatua.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
214,Mangatainoka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
215,Kiwitea.,Theft and Related Offences,2023,Manawatu Region,1
216,West End.,Theft and Related Offences,2023,Manawatu Region,1
217,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
218,Turitea.,Theft and Related Offences,2023,Manawatu Region,1
219,Aokautere.,Theft and Related Offences,2023,Manawatu Region,1
220,Rakiraki.,Theft and Related Offences,2023,Manawatu Region,1
221,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
222,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
223,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
224,Takaro.,Theft and Related Offences,2023,Manawatu Region,1
225,Milson.,Theft and Related Offences,2023,Manawatu Region,1
226,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
227,Milson.,Theft and Related Offences,2023,Manawatu Region,1
228,West End.,Theft and Related Offences,2023,Manawatu Region,1
229,Aokautere.,Theft and Related Offences,2023,Manawatu Region,1
230,Ashhurst.,Theft and Related Offences,2023,Manawatu Region,1
231,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
232,Norsewood-Herbertville.,Acts Intended to Cause Injury,2023,Manawatu Region,1
233,Norsewood-Herbertville.,Acts Intended to Cause Injury,2023,Manawatu Region,1
234,Dannevirke East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
235,Dannevirke East.,Acts Intended to Cause Injury,2023,Manawatu Region,1
236,Roslyn.,Acts Intended to Cause Injury,2023,Manawatu Region,1
237,Hokowhitu West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
238,Kairanga.,Acts Intended to Cause Injury,2023,Manawatu Region,1
239,Hokowhitu West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
240,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
241,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
242,Laird Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
243,West End.,Acts Intended to Cause Injury,2023,Manawatu Region,1
244,Marybank-Gordon Park.,Acts Intended to Cause Injury,2023,Manawatu Region,1
245,Palmerston North Central.,Acts Intended to Cause Injury,2023,Manawatu Region,1
246,Taumarunui Central.,Theft and Related Offences,2023,Manawatu Region,1
247,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
248,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
249,Papaeoia.,Theft and Related Offences,2023,Manawatu Region,1
250,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
251,Awapuni North.,Theft and Related Offences,2023,Manawatu Region,1
252,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
253,Papaeoia.,Theft and Related Offences,2023,Manawatu Region,1
254,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
255,Roslyn.,Theft and Related Offences,2023,Manawatu Region,1
256,Roslyn.,Theft and Related Offences,2023,Manawatu Region,1
257,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
258,Papaeoia.,Theft and Related Offences,2023,Manawatu Region,1
259,Roslyn.,Theft and Related Offences,2023,Manawatu Region,1
260,Bulls.,Theft and Related Offences,2023,Manawatu Region,1
261,Highbury.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
262,Milson.,Theft and Related Offences,2023,Manawatu Region,1
263,Milson.,Theft and Related Offences,2023,Manawatu Region,1
264,Maxwell.,Theft and Related Offences,2023,Manawatu Region,1
265,Tawhero.,Theft and Related Offences,2023,Manawatu Region,1
266,Hokowhitu Lagoon.,Theft and Related Offences,2023,Manawatu Region,1
267,Takaro.,Theft and Related Offences,2023,Manawatu Region,1
268,Awapuni South.,Theft and Related Offences,2023,Manawatu Region,1
269,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
270,Hokowhitu Lagoon.,Theft and Related Offences,2023,Manawatu Region,1
271,Playford Park.,Theft and Related Offences,2023,Manawatu Region,1
272,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
273,Turitea.,Theft and Related Offences,2023,Manawatu Region,1
274,Palmerston North Hospital.,Theft and Related Offences,2023,Manawatu Region,1
275,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
276,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
277,West End.,Theft and Related Offences,2023,Manawatu Region,1
278,Oroua Downs-Waitohi.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
279,Milson.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
280,Levin South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
281,Kowhai Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
282,Williams Domain.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
283,Woodville.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
284,Woodville.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
285,Shannon.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
286,Nireaha-Tiraumea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
287,Eketahuna.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
288,Eketahuna.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
289,Pahiatua.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
290,Nireaha-Tiraumea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
291,Dannevirke East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
292,Dannevirke West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
293,Palmerston North Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
294,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
295,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,2
296,Turitea.,Theft and Related Offences,2023,Manawatu Region,1
297,Maxwell.,Theft and Related Offences,2023,Manawatu Region,1
298,Taihape.,Theft and Related Offences,2023,Manawatu Region,1
299,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
300,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
301,Wanganui Collegiate.,Theft and Related Offences,2023,Manawatu Region,1
302,West End.,Theft and Related Offences,2023,Manawatu Region,1
303,Feilding West.,Theft and Related Offences,2023,Manawatu Region,1
304,Hokowhitu West.,Theft and Related Offences,2023,Manawatu Region,1
305,Marton.,Theft and Related Offences,2023,Manawatu Region,1
306,Palmerston North Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
307,Roslyn.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
308,Wanganui Collegiate.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
309,West End.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
310,Bastia Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
311,Gonville South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
312,Kelvin Grove.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
313,West End.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
314,Terrace End.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
315,Pahiatua.,Theft and Related Offences,2023,Manawatu Region,1
316,Marton.,Theft and Related Offences,2023,Manawatu Region,1
317,Gonville South.,Theft and Related Offences,2023,Manawatu Region,1
318,Lower Aramoho.,Theft and Related Offences,2023,Manawatu Region,1
319,Dannevirke West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
320,Dannevirke East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
321,Pahiatua.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
322,Dannevirke West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
323,Dannevirke West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
324,Pahiatua.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
325,Pahiatua.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
326,Eketahuna.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
327,Woodville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
328,Mangatainoka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
329,Eketahuna.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
330,Feilding North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
331,Cloverlea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
332,West End.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
333,Hunterville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
334,Gonville West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
335,Papaeoia.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
336,Levin East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
337,Levin South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
338,Takaro.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
339,Gonville South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
340,Ohakune.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
341,Highbury.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
342,Palmerston North Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
343,Williams Domain.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
344,Taumarunui Central.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
345,Cooks Gardens.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
346,Palmerston North Central.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
347,Papaeoia.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
348,Levin West.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
349,Bulls.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
350,Levin South.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
351,Dannevirke East.,"Robbery, Extortion and Related Offences",2023,Manawatu Region,1
352,Castlecliff North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
353,Levin West.,Acts Intended to Cause Injury,2023,Manawatu Region,1
354,Dannevirke East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
355,Woodville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
356,Wanganui Collegiate.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Manawatu Region,1
357,Dannevirke East.,Theft and Related Offences,2023,Manawatu Region,1
358,Levin North.,Theft and Related Offences,2023,Manawatu Region,1
359,Feilding Central.,Theft and Related Offences,2023,Manawatu Region,1
360,West End.,Theft and Related Offences,2023,Manawatu Region,1
361,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
362,Cooks Gardens.,Theft and Related Offences,2023,Manawatu Region,1
363,Kelvin Grove.,Theft and Related Offences,2023,Manawatu Region,1
364,West End.,Theft and Related Offences,2023,Manawatu Region,1
365,Laird Park.,Theft and Related Offences,2023,Manawatu Region,1
366,Levin West.,Theft and Related Offences,2023,Manawatu Region,1
367,West End.,Theft and Related Offences,2023,Manawatu Region,1
368,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
369,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
370,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
371,Palmerston North Central.,Theft and Related Offences,2023,Manawatu Region,1
372,West End.,Theft and Related Offences,2023,Manawatu Region,1
373,Wanganui Collegiate.,Acts Intended to Cause Injury,2023,Manawatu Region,1
374,Awapuni North.,Acts Intended to Cause Injury,2023,Manawatu Region,1
375,Kiwitea.,Acts Intended to Cause Injury,2023,Manawatu Region,1
376,West End.,Acts Intended to Cause Injury,2023,Manawatu Region,1
