,Area Unit,ANZSOC Division,Year,Region,Victimisations
3545,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3546,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3547,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3548,Kamo West.,Acts Intended to Cause Injury,2023,Northland,1
3549,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3550,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3551,Kaipara Coastal.,Acts Intended to Cause Injury,2023,Northland,1
3552,Hokianga North.,Theft and Related Offences,2023,Northland,1
3553,Kaikohe.,Theft and Related Offences,2023,Northland,1
3554,Kamo East.,Theft and Related Offences,2023,Northland,1
3555,Kaikohe.,Theft and Related Offences,2023,Northland,1
3556,Maungatapere.,Theft and Related Offences,2023,Northland,1
3557,Morningside.,Theft and Related Offences,2023,Northland,1
3558,Kerikeri.,Theft and Related Offences,2023,Northland,1
3559,Kerikeri.,Theft and Related Offences,2023,Northland,1
3560,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3561,Raumanga West.,Theft and Related Offences,2023,Northland,1
3562,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3563,Mairtown.,Theft and Related Offences,2023,Northland,1
3564,Rawene.,Theft and Related Offences,2023,Northland,1
3565,Kerikeri.,Acts Intended to Cause Injury,2023,Northland,2
3566,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3567,Dargaville.,Theft and Related Offences,2023,Northland,1
3568,Mairtown.,Theft and Related Offences,2023,Northland,1
3569,Abbey Caves.,Theft and Related Offences,2023,Northland,1
3570,Kaikohe.,Theft and Related Offences,2023,Northland,1
3571,Dargaville.,Theft and Related Offences,2023,Northland,1
3572,Onerahi.,Theft and Related Offences,2023,Northland,1
3573,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3574,Dargaville.,Theft and Related Offences,2023,Northland,1
3575,Mairtown.,Theft and Related Offences,2023,Northland,1
3576,Parahaki.,Theft and Related Offences,2023,Northland,1
3577,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3578,Morningside.,Theft and Related Offences,2023,Northland,1
3579,Moerewa.,Acts Intended to Cause Injury,2023,Northland,1
3580,Hokianga North.,Theft and Related Offences,2023,Northland,1
3581,Woodhill.,Theft and Related Offences,2023,Northland,1
3582,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3583,Western Hills.,Theft and Related Offences,2023,Northland,1
3584,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3585,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3586,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3587,Kamo East.,Theft and Related Offences,2023,Northland,1
3588,Kamo East.,Theft and Related Offences,2023,Northland,1
3589,Morningside.,Theft and Related Offences,2023,Northland,1
3590,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3591,Kamo West.,Theft and Related Offences,2023,Northland,1
3592,Kerikeri.,Theft and Related Offences,2023,Northland,1
3593,Waipu.,Theft and Related Offences,2023,Northland,1
3594,Kawakawa.,Theft and Related Offences,2023,Northland,1
3595,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3596,Kaikohe.,Theft and Related Offences,2023,Northland,1
3597,Whau Valley.,Theft and Related Offences,2023,Northland,1
3598,Woodhill.,Theft and Related Offences,2023,Northland,1
3599,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3600,Kaikohe.,Acts Intended to Cause Injury,2023,Northland,1
3601,Kerikeri.,Theft and Related Offences,2023,Northland,1
3602,Kamo East.,Theft and Related Offences,2023,Northland,1
3603,Kamo West.,Theft and Related Offences,2023,Northland,1
3604,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3605,Kaitaia West.,Acts Intended to Cause Injury,2023,Northland,1
3606,Haruru Falls.,Theft and Related Offences,2023,Northland,1
3607,Paihia.,Theft and Related Offences,2023,Northland,1
3608,Parahaki.,Theft and Related Offences,2023,Northland,1
3609,Kamo West.,Theft and Related Offences,2023,Northland,1
3610,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3611,Kaikohe.,Theft and Related Offences,2023,Northland,1
3612,Otangarei.,Acts Intended to Cause Injury,2023,Northland,1
3613,Raumanga West.,Theft and Related Offences,2023,Northland,1
3614,Waihou Valley-Hupara.,Theft and Related Offences,2023,Northland,1
3615,Mairtown.,Theft and Related Offences,2023,Northland,1
3616,Kaikohe.,Theft and Related Offences,2023,Northland,1
3617,Morningside.,Theft and Related Offences,2023,Northland,1
3618,Mairtown.,Theft and Related Offences,2023,Northland,1
3619,Vinetown.,Acts Intended to Cause Injury,2023,Northland,1
3620,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3621,Kamo West.,Theft and Related Offences,2023,Northland,1
3622,Regent.,Theft and Related Offences,2023,Northland,1
3623,Sherwood Rise.,Theft and Related Offences,2023,Northland,1
3624,Opouteke-Tanekaha.,Theft and Related Offences,2023,Northland,1
3625,Kaikohe.,Acts Intended to Cause Injury,2023,Northland,1
3626,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3627,Waipu.,Theft and Related Offences,2023,Northland,1
3628,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3629,Woodhill.,Theft and Related Offences,2023,Northland,1
3630,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3631,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3632,Kaeo.,Theft and Related Offences,2023,Northland,1
3633,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3634,Woodhill.,Acts Intended to Cause Injury,2023,Northland,1
3635,Kawakawa.,Theft and Related Offences,2023,Northland,1
3636,Kamo East.,Theft and Related Offences,2023,Northland,1
3637,Kawakawa.,Theft and Related Offences,2023,Northland,1
3638,Paihia.,Theft and Related Offences,2023,Northland,1
3639,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,2
3640,Rehia-Oneriri.,Theft and Related Offences,2023,Northland,1
3641,Regent.,Acts Intended to Cause Injury,2023,Northland,2
3642,Dargaville.,Theft and Related Offences,2023,Northland,1
3643,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3644,Kerikeri.,Theft and Related Offences,2023,Northland,1
3645,Kaikohe.,Theft and Related Offences,2023,Northland,1
3646,Kamo East.,Theft and Related Offences,2023,Northland,1
3647,Kaitaia West.,Acts Intended to Cause Injury,2023,Northland,1
3648,Opouteke-Tanekaha.,Theft and Related Offences,2023,Northland,1
3649,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3650,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3651,Kensington.,Theft and Related Offences,2023,Northland,1
3652,Hikurangi.,Acts Intended to Cause Injury,2023,Northland,1
3653,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3654,Mairtown.,Theft and Related Offences,2023,Northland,1
3655,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3656,Marsden Point-Ruakaka.,Theft and Related Offences,2023,Northland,1
3657,Springs Flat.,Acts Intended to Cause Injury,2023,Northland,1
3658,Kaikohe.,Theft and Related Offences,2023,Northland,1
3659,Kamo West.,Theft and Related Offences,2023,Northland,1
3660,Otangarei.,Theft and Related Offences,2023,Northland,1
3661,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3662,Morningside.,Theft and Related Offences,2023,Northland,1
3663,Parahaki.,Theft and Related Offences,2023,Northland,1
3664,Woodhill.,Theft and Related Offences,2023,Northland,1
3665,Otangarei.,Theft and Related Offences,2023,Northland,1
3666,Regent.,Acts Intended to Cause Injury,2023,Northland,1
3667,Parahaki.,Theft and Related Offences,2023,Northland,1
3668,Raumanga West.,Acts Intended to Cause Injury,2023,Northland,1
3669,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3670,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3671,Mairtown.,Theft and Related Offences,2023,Northland,1
3672,Punaruku-Kiripaka.,Theft and Related Offences,2023,Northland,1
3673,Kerikeri.,Acts Intended to Cause Injury,2023,Northland,1
3674,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3675,Woodhill.,Theft and Related Offences,2023,Northland,1
3676,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3677,Sherwood Rise.,Theft and Related Offences,2023,Northland,1
3678,Waipu.,Acts Intended to Cause Injury,2023,Northland,1
3679,Dargaville.,Theft and Related Offences,2023,Northland,1
3680,Vinetown.,Theft and Related Offences,2023,Northland,1
3681,Waiotira-Springfield.,Theft and Related Offences,2023,Northland,1
3682,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3683,Hokianga South.,Acts Intended to Cause Injury,2023,Northland,1
3684,Raumanga West.,Theft and Related Offences,2023,Northland,1
3685,Kaikohe.,Theft and Related Offences,2023,Northland,1
3686,Woodhill.,Theft and Related Offences,2023,Northland,1
3687,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3688,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3689,Kaikohe.,Theft and Related Offences,2023,Northland,1
3690,Kaikohe.,Theft and Related Offences,2023,Northland,1
3691,Dargaville.,Theft and Related Offences,2023,Northland,1
3692,Hokianga North.,Theft and Related Offences,2023,Northland,1
3693,Herekino.,Acts Intended to Cause Injury,2023,Northland,1
3694,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3695,Kerikeri.,Theft and Related Offences,2023,Northland,1
3696,Maungaturoto.,Theft and Related Offences,2023,Northland,1
3697,Kapiro.,Theft and Related Offences,2023,Northland,1
3698,Otangarei.,Acts Intended to Cause Injury,2023,Northland,2
3699,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3700,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3701,Mairtown.,Theft and Related Offences,2023,Northland,1
3702,Paihia.,Theft and Related Offences,2023,Northland,1
3703,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3704,Kerikeri.,Theft and Related Offences,2023,Northland,1
3705,Vinetown.,Theft and Related Offences,2023,Northland,1
3706,Kerikeri.,Theft and Related Offences,2023,Northland,1
3707,Waitangi.,Theft and Related Offences,2023,Northland,1
3708,Taipa Bay-Mangonui.,Acts Intended to Cause Injury,2023,Northland,1
3709,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3710,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3711,Parahaki.,Theft and Related Offences,2023,Northland,1
3712,Ruawai.,Theft and Related Offences,2023,Northland,1
3713,Kerikeri.,Acts Intended to Cause Injury,2023,Northland,1
3714,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3715,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3716,Parahaki.,Theft and Related Offences,2023,Northland,1
3717,Kensington.,Theft and Related Offences,2023,Northland,1
3718,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3719,Kerikeri.,Theft and Related Offences,2023,Northland,1
3720,Woodhill.,Theft and Related Offences,2023,Northland,1
3721,Kensington.,Theft and Related Offences,2023,Northland,1
3722,Sherwood Rise.,Theft and Related Offences,2023,Northland,1
3723,Raumanga West.,Acts Intended to Cause Injury,2023,Northland,1
3724,Kerikeri.,Theft and Related Offences,2023,Northland,1
3725,Kamo West.,Theft and Related Offences,2023,Northland,1
3726,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3727,Sherwood Rise.,Theft and Related Offences,2023,Northland,1
3728,Paihia.,Acts Intended to Cause Injury,2023,Northland,1
3729,Tikipunga West.,Theft and Related Offences,2023,Northland,2
3730,Parahaki.,Theft and Related Offences,2023,Northland,1
3731,Kamo West.,Theft and Related Offences,2023,Northland,1
3732,Waipu.,Theft and Related Offences,2023,Northland,1
3733,Kaikohe.,Acts Intended to Cause Injury,2023,Northland,1
3734,Woodhill.,Theft and Related Offences,2023,Northland,2
3735,Kaiwaka.,Theft and Related Offences,2023,Northland,1
3736,Vinetown.,Theft and Related Offences,2023,Northland,1
3737,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3738,Kohukohu.,Acts Intended to Cause Injury,2023,Northland,1
3739,Kaikohe.,Theft and Related Offences,2023,Northland,2
3740,Dargaville.,Theft and Related Offences,2023,Northland,1
3741,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3742,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3743,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3744,Whangarei Central.,Theft and Related Offences,2023,Northland,2
3745,Kamo East.,Theft and Related Offences,2023,Northland,1
3746,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3747,Paihia.,Theft and Related Offences,2023,Northland,2
3748,Vinetown.,Acts Intended to Cause Injury,2023,Northland,1
3749,Whangarei Central.,Theft and Related Offences,2023,Northland,2
3750,Kerikeri.,Theft and Related Offences,2023,Northland,1
3751,Kamo West.,Theft and Related Offences,2023,Northland,1
3752,Mairtown.,Theft and Related Offences,2023,Northland,2
3753,Opouteke-Tanekaha.,Acts Intended to Cause Injury,2023,Northland,1
3754,Whangarei Central.,Theft and Related Offences,2023,Northland,2
3755,Woodhill.,Theft and Related Offences,2023,Northland,1
3756,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3757,Mairtown.,Theft and Related Offences,2023,Northland,2
3758,Omapere and Opononi.,Acts Intended to Cause Injury,2023,Northland,1
3759,Whangarei Central.,Theft and Related Offences,2023,Northland,2
3760,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3761,Kerikeri.,Theft and Related Offences,2023,Northland,1
3762,Whangarei Central.,Theft and Related Offences,2023,Northland,2
3763,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3764,Whangarei Central.,Theft and Related Offences,2023,Northland,3
3765,Kaikohe.,Theft and Related Offences,2023,Northland,1
3766,Parahaki.,Theft and Related Offences,2023,Northland,1
3767,Haruru Falls.,Theft and Related Offences,2023,Northland,2
3768,Kerikeri.,Acts Intended to Cause Injury,2023,Northland,1
3769,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3770,Marsden Point-Ruakaka.,Theft and Related Offences,2023,Northland,1
3771,Mairtown.,Theft and Related Offences,2023,Northland,1
3772,Kamo East.,Theft and Related Offences,2023,Northland,2
3773,Kerikeri.,Acts Intended to Cause Injury,2023,Northland,1
3774,Karikari Peninsula-Maungataniwha.,Theft and Related Offences,2023,Northland,1
3775,Kaikohe.,Theft and Related Offences,2023,Northland,1
3776,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3777,Onerahi.,Theft and Related Offences,2023,Northland,2
3778,Waitangi.,Acts Intended to Cause Injury,2023,Northland,1
3779,Opua East.,Theft and Related Offences,2023,Northland,1
3780,Raumanga East.,Theft and Related Offences,2023,Northland,1
3781,Mangawhai.,Theft and Related Offences,2023,Northland,1
3782,Onerahi.,Theft and Related Offences,2023,Northland,2
3783,Raumanga East.,Acts Intended to Cause Injury,2023,Northland,1
3784,Bream Bay.,Theft and Related Offences,2023,Northland,1
3785,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3786,Regent.,Theft and Related Offences,2023,Northland,1
3787,Morningside.,Theft and Related Offences,2023,Northland,2
3788,Woodhill.,Acts Intended to Cause Injury,2023,Northland,1
3789,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3790,Kerikeri.,Theft and Related Offences,2023,Northland,1
3791,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3792,Sherwood Rise.,Theft and Related Offences,2023,Northland,2
3793,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3794,Parahaki.,Theft and Related Offences,2023,Northland,1
3795,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3796,Kerikeri.,Theft and Related Offences,2023,Northland,1
3797,Mairtown.,Theft and Related Offences,2023,Northland,2
3798,Kamo West.,Acts Intended to Cause Injury,2023,Northland,1
3799,Woodhill.,Theft and Related Offences,2023,Northland,1
3800,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3801,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3802,Punaruku-Kiripaka.,Theft and Related Offences,2023,Northland,2
3803,Paihia.,Acts Intended to Cause Injury,2023,Northland,1
3804,Hokianga North.,Theft and Related Offences,2023,Northland,1
3805,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3806,Raumanga East.,Theft and Related Offences,2023,Northland,2
3807,Kerikeri.,Theft and Related Offences,2023,Northland,1
3808,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3809,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3810,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3811,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,1
3812,Russell.,Theft and Related Offences,2023,Northland,1
3813,Kamo West.,Theft and Related Offences,2023,Northland,2
3814,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3815,Kerikeri.,Theft and Related Offences,2023,Northland,1
3816,Taipa Bay-Mangonui.,Acts Intended to Cause Injury,2023,Northland,1
3817,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3818,Mairtown.,Theft and Related Offences,2023,Northland,2
3819,Kaikohe.,Theft and Related Offences,2023,Northland,1
3820,Kerikeri.,Theft and Related Offences,2023,Northland,1
3821,Parahaki.,Acts Intended to Cause Injury,2023,Northland,1
3822,Dargaville.,Theft and Related Offences,2023,Northland,1
3823,Onerahi.,Theft and Related Offences,2023,Northland,2
3824,Kaikohe.,Theft and Related Offences,2023,Northland,1
3825,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3826,Kaikohe.,Theft and Related Offences,2023,Northland,1
3827,Sherwood Rise.,Theft and Related Offences,2023,Northland,2
3828,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3829,Kerikeri.,Theft and Related Offences,2023,Northland,1
3830,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3831,Sherwood Rise.,Theft and Related Offences,2023,Northland,2
3832,Kerikeri.,Theft and Related Offences,2023,Northland,1
3833,Russell.,Acts Intended to Cause Injury,2023,Northland,1
3834,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3835,Dargaville.,Theft and Related Offences,2023,Northland,1
3836,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3837,Paihia.,Theft and Related Offences,2023,Northland,2
3838,Kensington.,Acts Intended to Cause Injury,2023,Northland,1
3839,Raumanga East.,Theft and Related Offences,2023,Northland,1
3840,Waiotira-Springfield.,Theft and Related Offences,2023,Northland,2
3841,Kerikeri.,Theft and Related Offences,2023,Northland,1
3842,Dargaville.,Theft and Related Offences,2023,Northland,1
3843,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3844,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3845,Kaitaia West.,Theft and Related Offences,2023,Northland,2
3846,Parahaki.,Theft and Related Offences,2023,Northland,1
3847,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3848,Awanui.,Theft and Related Offences,2023,Northland,2
3849,Whangarei Central.,Acts Intended to Cause Injury,2023,Northland,2
3850,Woodhill.,Theft and Related Offences,2023,Northland,1
3851,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3852,Kamo East.,Theft and Related Offences,2023,Northland,1
3853,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3854,Kensington.,Theft and Related Offences,2023,Northland,2
3855,Regent.,Theft and Related Offences,2023,Northland,1
3856,Kaitaia East.,Acts Intended to Cause Injury,2023,Northland,1
3857,Marsden Point-Ruakaka.,Acts Intended to Cause Injury,2023,Northland,1
3858,Opua East.,Theft and Related Offences,2023,Northland,3
3859,Regent.,Theft and Related Offences,2023,Northland,1
3860,Woodhill.,Theft and Related Offences,2023,Northland,1
3861,Kawakawa.,Theft and Related Offences,2023,Northland,1
3862,Kensington.,"Robbery, Extortion and Related Offences",2023,Northland,1
3863,Paihia.,Theft and Related Offences,2023,Northland,3
3864,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3865,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3866,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3867,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3868,Vinetown.,Theft and Related Offences,2023,Northland,1
3869,Kaikohe.,"Robbery, Extortion and Related Offences",2023,Northland,1
3870,Regent.,Theft and Related Offences,2023,Northland,3
3871,Waihou Valley-Hupara.,Theft and Related Offences,2023,Northland,1
3872,Kaikohe.,Theft and Related Offences,2023,Northland,1
3873,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3874,Kaitaia West.,"Robbery, Extortion and Related Offences",2023,Northland,1
3875,Kerikeri.,Theft and Related Offences,2023,Northland,1
3876,Dargaville.,Theft and Related Offences,2023,Northland,1
3877,Karikari Peninsula-Maungataniwha.,Theft and Related Offences,2023,Northland,1
3878,Kerikeri.,Theft and Related Offences,2023,Northland,1
3879,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3880,Kamo East.,"Robbery, Extortion and Related Offences",2023,Northland,1
3881,Kerikeri.,Theft and Related Offences,2023,Northland,1
3882,Onerahi.,Theft and Related Offences,2023,Northland,1
3883,Kerikeri.,Theft and Related Offences,2023,Northland,1
3884,Motutangi-Kareponia.,Theft and Related Offences,2023,Northland,1
3885,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3886,Pokere-Waihaha.,Theft and Related Offences,2023,Northland,1
3887,Raumanga West.,Theft and Related Offences,2023,Northland,1
3888,Dargaville.,Theft and Related Offences,2023,Northland,1
3889,Waihou Valley-Hupara.,"Robbery, Extortion and Related Offences",2023,Northland,1
3890,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3891,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3892,Kaikohe.,Theft and Related Offences,2023,Northland,1
3893,Kaiwaka.,Theft and Related Offences,2023,Northland,1
3894,Wharekohe-Oakleigh.,"Robbery, Extortion and Related Offences",2023,Northland,1
3895,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3896,Opouteke-Tanekaha.,Theft and Related Offences,2023,Northland,1
3897,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3898,Kaikohe.,Theft and Related Offences,2023,Northland,1
3899,Kerikeri.,"Robbery, Extortion and Related Offences",2023,Northland,1
3900,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3901,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3902,Hokianga North.,Theft and Related Offences,2023,Northland,1
3903,Dargaville.,Theft and Related Offences,2023,Northland,1
3904,Dargaville.,"Robbery, Extortion and Related Offences",2023,Northland,1
3905,Tikipunga West.,"Robbery, Extortion and Related Offences",2023,Northland,4
3906,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3907,Kerikeri.,"Robbery, Extortion and Related Offences",2023,Northland,1
3908,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3909,Kerikeri.,Theft and Related Offences,2023,Northland,1
3910,Whau Valley.,"Robbery, Extortion and Related Offences",2023,Northland,1
3911,Pokere-Waihaha.,Theft and Related Offences,2023,Northland,1
3912,Kaitaia West.,Theft and Related Offences,2023,Northland,1
3913,Kerikeri.,Theft and Related Offences,2023,Northland,1
3914,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3915,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3916,Tikipunga East.,Theft and Related Offences,2023,Northland,1
3917,Waihou Valley-Hupara.,"Robbery, Extortion and Related Offences",2023,Northland,1
3918,Mangawhai.,Theft and Related Offences,2023,Northland,1
3919,Taipa Bay-Mangonui.,Theft and Related Offences,2023,Northland,1
3920,Marsden Point-Ruakaka.,Theft and Related Offences,2023,Northland,1
3921,Kerikeri.,"Robbery, Extortion and Related Offences",2023,Northland,1
3922,Kaikohe.,Theft and Related Offences,2023,Northland,1
3923,Kaikohe.,Theft and Related Offences,2023,Northland,1
3924,Otangarei.,"Robbery, Extortion and Related Offences",2023,Northland,1
3925,Dargaville.,Theft and Related Offences,2023,Northland,1
3926,Kaikohe.,Theft and Related Offences,2023,Northland,1
3927,Morningside.,Theft and Related Offences,2023,Northland,1
3928,Kerikeri.,Theft and Related Offences,2023,Northland,1
3929,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3930,Dargaville.,Theft and Related Offences,2023,Northland,1
3931,Whangarei Central.,"Robbery, Extortion and Related Offences",2023,Northland,2
3932,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3933,Kaikohe.,Theft and Related Offences,2023,Northland,1
3934,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3935,Hokianga North.,Theft and Related Offences,2023,Northland,1
3936,Kamo West.,Theft and Related Offences,2023,Northland,1
3937,Tikipunga West.,"Robbery, Extortion and Related Offences",2023,Northland,1
3938,Paihia.,Theft and Related Offences,2023,Northland,1
3939,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3940,Mangawhai Heads.,Theft and Related Offences,2023,Northland,1
3941,Mangapa-Matauri Bay.,Theft and Related Offences,2023,Northland,1
3942,Raumanga West.,Theft and Related Offences,2023,Northland,1
3943,Herekino.,"Robbery, Extortion and Related Offences",2023,Northland,1
3944,Tikipunga East.,"Robbery, Extortion and Related Offences",2023,Northland,2
3945,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3946,Kaikohe.,Theft and Related Offences,2023,Northland,1
3947,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3948,Waihou Valley-Hupara.,Theft and Related Offences,2023,Northland,1
3949,Parahaki.,"Robbery, Extortion and Related Offences",2023,Northland,1
3950,Kamo West.,Theft and Related Offences,2023,Northland,1
3951,Regent.,Theft and Related Offences,2023,Northland,1
3952,Kerikeri.,Theft and Related Offences,2023,Northland,1
3953,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3954,Opouteke-Tanekaha.,Theft and Related Offences,2023,Northland,1
3955,Opouteke-Tanekaha.,"Robbery, Extortion and Related Offences",2023,Northland,1
3956,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3957,Dargaville.,Theft and Related Offences,2023,Northland,1
3958,Whau Valley.,Theft and Related Offences,2023,Northland,1
3959,Whangarei Central.,"Robbery, Extortion and Related Offences",2023,Northland,1
3960,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3961,Kerikeri.,Theft and Related Offences,2023,Northland,1
3962,Russell.,Theft and Related Offences,2023,Northland,1
3963,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3964,Kawakawa.,Theft and Related Offences,2023,Northland,1
3965,Karikari Peninsula-Maungataniwha.,"Robbery, Extortion and Related Offences",2023,Northland,1
3966,Kaeo.,Theft and Related Offences,2023,Northland,1
3967,Dargaville.,Theft and Related Offences,2023,Northland,1
3968,Kerikeri.,Theft and Related Offences,2023,Northland,1
3969,Herekino.,"Robbery, Extortion and Related Offences",2023,Northland,1
3970,Regent.,Theft and Related Offences,2023,Northland,1
3971,Kerikeri.,Theft and Related Offences,2023,Northland,1
3972,Kerikeri.,Theft and Related Offences,2023,Northland,1
3973,Parahaki.,"Robbery, Extortion and Related Offences",2023,Northland,1
3974,Kaikohe.,Theft and Related Offences,2023,Northland,1
3975,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3976,Dargaville.,"Robbery, Extortion and Related Offences",2023,Northland,1
3977,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3978,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3979,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3980,Mangapa-Matauri Bay.,Theft and Related Offences,2023,Northland,1
3981,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3982,Tikipunga West.,Theft and Related Offences,2023,Northland,1
3983,Mangapa-Matauri Bay.,Theft and Related Offences,2023,Northland,1
3984,Kaitaia East.,Theft and Related Offences,2023,Northland,1
3985,Tikipunga West.,"Robbery, Extortion and Related Offences",2023,Northland,1
3986,Whangarei Central.,Theft and Related Offences,2023,Northland,1
3987,Morningside.,"Robbery, Extortion and Related Offences",2023,Northland,1
3988,Paihia.,Theft and Related Offences,2023,Northland,1
