,Area Unit,ANZSOC Division,Year,Region,Victimisations
2999,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3000,Brockville.,Theft and Related Offences,2023,Otago Region,1
3001,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3002,High St-Stuart St.,Theft and Related Offences,2023,Otago Region,1
3003,Brockville.,Theft and Related Offences,2023,Otago Region,1
3004,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3005,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3006,Port Chalmers.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3007,St Clair.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3008,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3009,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3010,Belleknowes.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3011,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3012,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3013,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3014,Taieri.,Theft and Related Offences,2023,Otago Region,1
3015,Mosgiel South.,Theft and Related Offences,2023,Otago Region,1
3016,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3017,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3018,Waihemo.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3019,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3020,Kenmure.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3021,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3022,Oamaru South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3023,Milton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3024,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3025,Harbourside.,Sexual Assault and Related Offences,2023,Otago Region,1
3026,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3027,Wanaka.,Sexual Assault and Related Offences,2023,Otago Region,1
3028,Wanaka.,Sexual Assault and Related Offences,2023,Otago Region,1
3029,Fernhill.,Sexual Assault and Related Offences,2023,Otago Region,1
3030,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3031,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3032,Orana Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3033,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3034,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3035,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3036,Wanaka.,Sexual Assault and Related Offences,2023,Otago Region,1
3037,Balclutha.,Sexual Assault and Related Offences,2023,Otago Region,1
3038,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3039,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3040,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3041,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3042,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3043,Bruce.,Theft and Related Offences,2023,Otago Region,1
3044,Ravensbourne.,Theft and Related Offences,2023,Otago Region,1
3045,Green Island.,Theft and Related Offences,2023,Otago Region,1
3046,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3047,Wanaka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3048,Alexandra.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3049,St Kilda East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3050,St Kilda East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3051,St Kilda West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3052,Fernhill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3053,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3054,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3055,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3056,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3057,East Taieri.,Theft and Related Offences,2023,Otago Region,1
3058,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3059,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3060,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3061,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3062,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3063,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3064,Evansdale.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3065,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3066,Wakari.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3067,Concord.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3068,St Kilda East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3069,Wakari.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3070,Roslyn North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3071,Dunstan.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3072,Cromwell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3073,Cromwell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3074,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3075,Waikouaiti.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3076,Corstorphine West.,Sexual Assault and Related Offences,2023,Otago Region,1
3077,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3078,Alexandra.,Sexual Assault and Related Offences,2023,Otago Region,1
3079,Corstorphine East.,Sexual Assault and Related Offences,2023,Otago Region,1
3080,Milton.,Sexual Assault and Related Offences,2023,Otago Region,1
3081,Oamaru Central.,Sexual Assault and Related Offences,2023,Otago Region,1
3082,Musselburgh.,Theft and Related Offences,2023,Otago Region,1
3083,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3084,Brockville.,Theft and Related Offences,2023,Otago Region,1
3085,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3086,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3087,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3088,High St-Stuart St.,Sexual Assault and Related Offences,2023,Otago Region,1
3089,Belleknowes.,Sexual Assault and Related Offences,2023,Otago Region,1
3090,Wakari.,Sexual Assault and Related Offences,2023,Otago Region,1
3091,Otago University.,Theft and Related Offences,2023,Otago Region,1
3092,Harbourside.,Theft and Related Offences,2023,Otago Region,1
3093,Mosgiel East.,Theft and Related Offences,2023,Otago Region,1
3094,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3095,Green Island.,Theft and Related Offences,2023,Otago Region,1
3096,Alexandra.,Theft and Related Offences,2023,Otago Region,1
3097,Musselburgh.,Theft and Related Offences,2023,Otago Region,1
3098,Mornington.,Theft and Related Offences,2023,Otago Region,1
3099,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3100,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3101,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3102,Forbury.,Theft and Related Offences,2023,Otago Region,1
3103,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3104,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3105,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3106,Wanaka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3107,South Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3108,Clyde.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3109,Teviot.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3110,Mornington.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3111,Maori Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3112,Corstorphine West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3113,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3114,Waitati.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3115,Maheno.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3116,Belleknowes.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3117,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3118,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3119,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3120,Hawea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3121,Brockville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3122,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3123,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3124,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3125,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3126,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3127,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3128,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3129,St Kilda Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3130,Wanaka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3131,St Kilda Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3132,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3133,Evansdale.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3134,Kakanui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3135,Bush Road.,Theft and Related Offences,2023,Otago Region,1
3136,Milton.,Theft and Related Offences,2023,Otago Region,1
3137,Wingatui.,Theft and Related Offences,2023,Otago Region,1
3138,Milton.,Theft and Related Offences,2023,Otago Region,1
3139,Port Chalmers.,Theft and Related Offences,2023,Otago Region,1
3140,Otago University.,Theft and Related Offences,2023,Otago Region,1
3141,Dunstan.,Theft and Related Offences,2023,Otago Region,1
3142,Milton.,Theft and Related Offences,2023,Otago Region,1
3143,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3144,Otago University.,Theft and Related Offences,2023,Otago Region,1
3145,Brockville.,Theft and Related Offences,2023,Otago Region,1
3146,Otago University.,Theft and Related Offences,2023,Otago Region,1
3147,Otago University.,Theft and Related Offences,2023,Otago Region,1
3148,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3149,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3150,Brockville.,Theft and Related Offences,2023,Otago Region,1
3151,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3152,Milton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3153,Waikouaiti.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3154,St Clair.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3155,Ardgowan.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3156,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3157,Fernhill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3158,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3159,Forbury.,Theft and Related Offences,2023,Otago Region,1
3160,Mosgiel South.,Theft and Related Offences,2023,Otago Region,1
3161,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3162,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3163,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3164,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3165,Cromwell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3166,Bush Road.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3167,Musselburgh.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3168,Oamaru South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3169,Roslyn North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3170,Brockville.,Theft and Related Offences,2023,Otago Region,1
3171,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3172,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3173,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3174,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3175,Cromwell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3176,Wanaka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3177,Middlemarch.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3178,South Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3179,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3180,Mornington.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3181,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3182,Otago University.,Theft and Related Offences,2023,Otago Region,1
3183,Cromwell.,Theft and Related Offences,2023,Otago Region,1
3184,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3185,Kenmure.,Theft and Related Offences,2023,Otago Region,1
3186,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3187,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3188,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3189,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3190,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3191,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3192,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3193,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3194,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3195,Pine Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3196,Hawea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3197,Bush Road.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3198,Forbury.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3199,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3200,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3201,Green Island.,Theft and Related Offences,2023,Otago Region,1
3202,Alexandra.,Theft and Related Offences,2023,Otago Region,1
3203,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3204,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3205,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3206,Mosgiel South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3207,Maniototo.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3208,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3209,Concord.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3210,Corstorphine West.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3211,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3212,Mornington.,Theft and Related Offences,2023,Otago Region,1
3213,Green Island.,Theft and Related Offences,2023,Otago Region,1
3214,Brockville.,Theft and Related Offences,2023,Otago Region,1
3215,Otago University.,Theft and Related Offences,2023,Otago Region,1
3216,Musselburgh.,Theft and Related Offences,2023,Otago Region,1
3217,Otago University.,Theft and Related Offences,2023,Otago Region,1
3218,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3219,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3220,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3221,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3222,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3223,Karitane.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3224,Maori Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3225,Mornington.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3226,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3227,Pine Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3228,Roslyn South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3229,Mornington.,Theft and Related Offences,2023,Otago Region,1
3230,North Dunedin.,Theft and Related Offences,2023,Otago Region,1
3231,Forbury.,Theft and Related Offences,2023,Otago Region,1
3232,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3233,Otago University.,Theft and Related Offences,2023,Otago Region,1
3234,Mosgiel East.,Theft and Related Offences,2023,Otago Region,1
3235,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3236,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3237,South Dunedin.,Theft and Related Offences,2023,Otago Region,2
3238,Wanaka.,Theft and Related Offences,2023,Otago Region,2
3239,Concord.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3240,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3241,South Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3242,Maheno.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3243,Roslyn South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3244,Hampden.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3245,Concord.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3246,Brockville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3247,High St-Stuart St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3248,Mornington.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3249,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3250,Vauxhall.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3251,Wingatui.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3252,Kaitangata.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3253,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3254,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3255,Hampden.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3256,Taieri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3257,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3258,Alexandra.,Theft and Related Offences,2023,Otago Region,1
3259,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3260,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3261,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3262,Mosgiel South.,Theft and Related Offences,2023,Otago Region,1
3263,Balclutha.,Theft and Related Offences,2023,Otago Region,1
3264,Taieri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3265,Clutha.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3266,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3267,Pine Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3268,Maheno.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3269,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3270,Pukeuri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3271,Maheno.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3272,Milton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3273,Vauxhall.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3274,Palmerston.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3275,Oamaru North.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3276,Palmerston.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3277,Orana Park.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3278,Dunstan.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3279,Taieri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3280,Oamaru Central.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3281,Tuapeka.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3282,South Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3283,Cromwell.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3284,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3285,Palmerston.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3286,Musselburgh.,Theft and Related Offences,2023,Otago Region,1
3287,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3288,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3289,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3290,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3291,Caledonian.,Theft and Related Offences,2023,Otago Region,1
3292,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3293,Wanaka.,Theft and Related Offences,2023,Otago Region,1
3294,Mornington.,Theft and Related Offences,2023,Otago Region,1
3295,Forbury.,Theft and Related Offences,2023,Otago Region,1
3296,Otago University.,Theft and Related Offences,2023,Otago Region,1
3297,Otago University.,Theft and Related Offences,2023,Otago Region,1
3298,Caversham.,Theft and Related Offences,2023,Otago Region,1
3299,Caversham.,Theft and Related Offences,2023,Otago Region,1
3300,Bruce.,Theft and Related Offences,2023,Otago Region,1
3301,Abbotsford.,Theft and Related Offences,2023,Otago Region,1
3302,Mornington.,Theft and Related Offences,2023,Otago Region,1
3303,Waldronville.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3304,Opoho.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3305,Milton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3306,North Dunedin.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3307,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3308,Fernhill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3309,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3310,Outram.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3311,Taieri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3312,Waikouaiti.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3313,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3314,Fernhill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3315,Roslyn South.,Theft and Related Offences,2023,Otago Region,1
3316,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3317,East Taieri.,Theft and Related Offences,2023,Otago Region,1
3318,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3319,Bush Road.,Theft and Related Offences,2023,Otago Region,1
3320,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3321,Milton.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3322,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3323,Forbury.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3324,Taieri.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3325,Stuart St-Frederick St.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3326,Ravensbourne.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3327,Green Island.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3328,Halfway Bush.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3329,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3330,Mosgiel South.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3331,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3332,Saddle Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3333,Oamaru North.,Theft and Related Offences,2023,Otago Region,1
3334,Fernhill.,Theft and Related Offences,2023,Otago Region,1
3335,South Dunedin.,Theft and Related Offences,2023,Otago Region,1
3336,Brockville.,Theft and Related Offences,2023,Otago Region,1
3337,Oamaru Central.,Theft and Related Offences,2023,Otago Region,1
3338,East Taieri.,Theft and Related Offences,2023,Otago Region,1
3339,Stuart St-Frederick St.,Theft and Related Offences,2023,Otago Region,1
3340,Roslyn North.,Theft and Related Offences,2023,Otago Region,1
3341,Green Island.,Theft and Related Offences,2023,Otago Region,1
3342,Brockville.,Theft and Related Offences,2023,Otago Region,1
3343,Musselburgh.,Theft and Related Offences,2023,Otago Region,1
3344,Brockville.,Theft and Related Offences,2023,Otago Region,1
3345,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3346,Otago University.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3347,Wakari.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3348,Pine Hill.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3349,Mosgiel East.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3350,Caversham.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3351,Sawyers Bay.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
3352,St Clair.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Otago Region,1
